"ADMX","Parent Category","Name","Display Name","Class","Explain Text","Supported On","Key","Value Name"
"office15.admx","Miscellaneous","L_ShowSkyDriveSignIn","Show OneDrive Sign In","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\common\general","skydrivesigninoption"
"office15.admx","Subscription Activation","L_HideManageAccountLink","Do not show ""Manage Account"" link for subscription licenses.","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\common\licensing","hidemanageaccountlink"
"office15.admx","Miscellaneous","L_SignInOptions","Block signing into Office","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\common\signin","signinoptions"
"office15.admx","Miscellaneous","L_UseLocalUserInfo","Use local user name and initials values regardless of signed-in user","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\common\userinfo","uselocal"
"office15.admx","Miscellaneous","L_DisableOfficeStartGlobal","Disable the Office Start screen for all Office applications","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\common\general","disableboottoofficestart"
"office15.admx","Tools | Options | General | Web Options...","L_DisablehyperlinkstowebtemplatesinFileNewandtaskpanes","Disable web templates in File | New and on the Office Start screen","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\common\general","disablehyperlinkstowebtemplates"
"office15.admx","Tools | Options | General | Web Options...","L_DisableOfficeTemplates","Hide all Office-provided templates on the Office Start screen and in File | New","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\common\general","disableofficetemplates"
"office15.admx","Tools | Options | General | Web Options...","L_DisableTargetedMessaging","Hide dynamic lifecycle messages","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\common\targetedmessagingservice","disabletargetedmessaging"
"office15.admx","Miscellaneous","L_DisableBackgrounds","Disable Office Backgrounds","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\common\general","disablebackgrounds"
"office15.admx","Help","L_federatedSearchForHelp","Federated search for help","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\common\helpviewer","enablefederatedhelpsearch"
"office15.admx","Subscription Activation","L_AutoOrgIDGetKey","Automatically activate Office with federated organization credentials","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\common","autoorgidgetkey"
"office15.admx","Language Preferences","L_DisableProofingToolsAdvertisement","Notify users if they do not have proofing tools for a language they use","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\common\languageresources","disableproofingtoolsadvertisement"
"office15.admx","First Run","L_DisableMovie","Disable First Run Movie","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\firstrun","disablemovie"
"office15.admx","Updates","L_EnableAutomaticUpdates","Enable Automatic Updates","Machine","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\common\officeupdate","enableautomaticupdates"
"office15.admx","Updates","L_HideEnableDisableUpdates","Hide option to enable or disable updates","Machine","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\common\officeupdate","hideenabledisableupdates"
"office15.admx","Updates","L_UpdatePath","Update Path","Machine","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\common\officeupdate","updatepath"
"office15.admx","Updates","L_UpdateTargetVersion","Target Version","Machine","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\common\officeupdate","updatetargetversion"
"office15.admx","Updates","L_UpdateDeadline","Update Deadline","Machine","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\common\officeupdate","updatedeadline"
"office15.admx","Updates","L_HideUpdateNotifications","Hide Update Notifications","Machine","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\common\officeupdate","hideupdatenotifications"
"office15.admx","First Run","L_DisableOfficeFirstrun","Disable Office First Run on application boot","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\firstrun","bootedrtm"
"office15.admx","Updates","L_EnableAutomaticUpgrade","Enable Automatic Upgrade","Machine","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\common\officeupdate","enableautomaticupgrade"
"office15.admx","Updates","L_UpgradeUrl","Upgrade From Local Source","Machine","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\common\officeupdate","upgradeurl"
"office15.admx","Updates","L_UpgradeDeadline","Upgrade Deadline","Machine","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\common\officeupdate","upgradedeadline"
"office16.admx","IE Security","L_RestrictActiveXInstall","Restrict ActiveX Install","Machine","","At least Windows Server 2008 R2 or Windows 7","software\microsoft\internet explorer\main\featurecontrol\feature_restrict_activexinstall","groove.exe ; excel.exe ; mspub.exe ; powerpnt.exe ; pptview.exe ; visio.exe ; winproj.exe ; winword.exe ; outlook.exe ; spdesign.exe ; exprwd.exe ; msaccess.exe ; onenote.exe ; mse7.exe"
"office16.admx","IE Security","L_RestrictFileDownload","Restrict File Download","Machine","","At least Windows Server 2008 R2 or Windows 7","software\microsoft\internet explorer\main\featurecontrol\feature_restrict_filedownload","groove.exe ; excel.exe ; mspub.exe ; powerpnt.exe ; pptview.exe ; visio.exe ; winproj.exe ; winword.exe ; outlook.exe ; spdesign.exe ; exprwd.exe ; msaccess.exe ; onenote.exe ; mse7.exe"
"office16.admx","IE Security","L_AddonManagement","Add-on Management","Machine","","At least Windows Server 2008 R2 or Windows 7","software\microsoft\internet explorer\main\featurecontrol\feature_addon_management","groove.exe ; excel.exe ; mspub.exe ; powerpnt.exe ; pptview.exe ; visio.exe ; winproj.exe ; winword.exe ; outlook.exe ; spdesign.exe ; exprwd.exe ; msaccess.exe ; onenote.exe ; mse7.exe"
"office16.admx","IE Security","L_LocalMachineZoneLockdownSecurity","Local Machine Zone Lockdown Security","Machine","","At least Windows Server 2008 R2 or Windows 7","software\microsoft\internet explorer\main\featurecontrol\feature_localmachine_lockdown","groove.exe ; excel.exe ; mspub.exe ; powerpnt.exe ; pptview.exe ; visio.exe ; winproj.exe ; winword.exe ; outlook.exe ; spdesign.exe ; exprwd.exe ; msaccess.exe ; onenote.exe ; mse7.exe"
"office16.admx","IE Security","L_ConsistentMimeHandling","Consistent Mime Handling","Machine","","At least Windows Server 2008 R2 or Windows 7","software\microsoft\internet explorer\main\featurecontrol\feature_mime_handling","groove.exe ; excel.exe ; mspub.exe ; powerpnt.exe ; pptview.exe ; visio.exe ; winproj.exe ; winword.exe ; outlook.exe ; spdesign.exe ; exprwd.exe ; msaccess.exe ; onenote.exe ; mse7.exe"
"office16.admx","IE Security","L_MimeSniffingSafetyFature","Mime Sniffing Safety Feature","Machine","","At least Windows Server 2008 R2 or Windows 7","software\microsoft\internet explorer\main\featurecontrol\feature_mime_sniffing","groove.exe ; excel.exe ; mspub.exe ; powerpnt.exe ; pptview.exe ; visio.exe ; winproj.exe ; winword.exe ; outlook.exe ; spdesign.exe ; exprwd.exe ; msaccess.exe ; onenote.exe ; mse7.exe"
"office16.admx","IE Security","L_ObjectCachingProtection","Object Caching Protection","Machine","","At least Windows Server 2008 R2 or Windows 7","software\microsoft\internet explorer\main\featurecontrol\feature_object_caching","groove.exe ; excel.exe ; mspub.exe ; powerpnt.exe ; pptview.exe ; visio.exe ; winproj.exe ; winword.exe ; outlook.exe ; spdesign.exe ; exprwd.exe ; msaccess.exe ; onenote.exe ; mse7.exe"
"office16.admx","IE Security","L_ScriptedWindowSecurityRestrictions","Scripted Window Security Restrictions","Machine","","At least Windows Server 2008 R2 or Windows 7","software\microsoft\internet explorer\main\featurecontrol\feature_window_restrictions","groove.exe ; excel.exe ; mspub.exe ; powerpnt.exe ; pptview.exe ; visio.exe ; winproj.exe ; winword.exe ; outlook.exe ; spdesign.exe ; exprwd.exe ; msaccess.exe ; onenote.exe ; mse7.exe"
"office16.admx","IE Security","L_ProtectionFromZoneElevation","Protection From Zone Elevation","Machine","","At least Windows Server 2008 R2 or Windows 7","software\microsoft\internet explorer\main\featurecontrol\feature_zone_elevation","groove.exe ; excel.exe ; mspub.exe ; powerpnt.exe ; pptview.exe ; visio.exe ; winproj.exe ; winword.exe ; outlook.exe ; spdesign.exe ; exprwd.exe ; msaccess.exe ; onenote.exe ; mse7.exe"
"office16.admx","IE Security","L_Informationbar","Information Bar","Machine","","At least Windows Server 2008 R2 or Windows 7","software\microsoft\internet explorer\main\featurecontrol\feature_securityband","groove.exe ; excel.exe ; mspub.exe ; powerpnt.exe ; pptview.exe ; visio.exe ; winproj.exe ; winword.exe ; outlook.exe ; spdesign.exe ; exprwd.exe ; msaccess.exe ; onenote.exe ; mse7.exe"
"office16.admx","IE Security","L_Disableusernameandpassword","Disable user name and password","Machine","","At least Windows Server 2008 R2 or Windows 7","software\microsoft\internet explorer\main\featurecontrol\feature_http_username_password_disable","groove.exe ; excel.exe ; mspub.exe ; powerpnt.exe ; pptview.exe ; visio.exe ; winproj.exe ; winword.exe ; outlook.exe ; spdesign.exe ; exprwd.exe ; msaccess.exe ; onenote.exe ; mse7.exe"
"office16.admx","IE Security","L_Bindtoobject","Bind to object","Machine","","At least Windows Server 2008 R2 or Windows 7","software\microsoft\internet explorer\main\featurecontrol\feature_safe_bindtoobject","groove.exe ; excel.exe ; mspub.exe ; powerpnt.exe ; pptview.exe ; visio.exe ; winproj.exe ; winword.exe ; outlook.exe ; spdesign.exe ; exprwd.exe ; msaccess.exe ; onenote.exe ; mse7.exe"
"office16.admx","IE Security","L_SavedfromURL","Saved from URL","Machine","","At least Windows Server 2008 R2 or Windows 7","software\microsoft\internet explorer\main\featurecontrol\feature_unc_savedfilecheck","groove.exe ; excel.exe ; mspub.exe ; powerpnt.exe ; pptview.exe ; visio.exe ; winproj.exe ; winword.exe ; outlook.exe ; spdesign.exe ; exprwd.exe ; msaccess.exe ; onenote.exe ; mse7.exe"
